,full_date,2,5,6
0,2017-03-22,40.683844011142064,39.02291666666667,33.55038220986796
1,2017-03-23,29.237465181058496,24.60632183908046,23.76527777777778
2,2017-03-24,43.675636363636364,32.66202090592334,24.12752613240418
3,2017-03-25,58.79221681723419,73.68850174216028,57.90271021542738
4,2017-03-26,48.34840055632824,41.90181058495822,28.81111111111111
5,2017-03-27,25.86610878661088,24.221140472879,21.971507991660875
6,2017-03-28,23.530967292971468,27.72144846796657,23.299120234604107
7,2017-03-29,31.14435879467414,22.707028531663187,18.757828810020875
8,2017-03-30,29.700139470013948,23.842032011134307,23.87143849895761
9,2017-03-31,30.542797494780796,47.537178596247394,30.421418636995828
10,2017-04-01,23.582302568981923,31.903337969401942,30.690542420027818
11,2017-04-02,37.50071022727273,42.349338900487126,41.16225626740947
12,2017-04-03,32.33508956796628,41.77105080027836,40.91597222222222
13,2017-04-04,44.31082118188795,38.121593291404615,37.17085076708508
14,2017-04-05,55.17132867132867,53.64722222222223,52.87526132404181
15,2017-04-06,51.85161744022504,49.09861111111111,47.21820708825573
16,2017-04-07,36.998046875,33.08286908077994,28.031944444444445
17,2017-04-08,44.327856025039125,24.507649513212797,17.85
18,2017-04-09,49.2080723729993,28.88399708949794,22.64994947532064
19,2017-04-10,49.50386507378777,20.073018080667595,16.17361111111111
20,2017-04-11,22.058950395398995,15.220138888888888,14.069444444444445
21,2017-04-12,8.032235459004905,33.06041666666667,30.033356497567755
22,2017-04-13,12.694226657163222,26.38055555555556,27.12986111111111
23,2017-04-14,18.97103548153512,26.05625,25.178272980501397
24,2017-04-15,34.03138075313807,27.386648122392213,24.3769123783032
25,2017-04-16,44.59357541899441,25.28489620615605,20.06328233657858
26,2017-04-17,19.8845050215208,22.58125,22.847009735744088
27,2017-04-18,31.38434414668547,14.177453027139874,11.852777777777778
28,2017-04-19,37.45705521472393,26.918021201413428,17.873640167364016
29,2017-04-20,22.19706498951782,37.60356347438753,29.435146443514643
30,2017-04-21,19.06633733239238,32.45804051240469,32.74236111111111
31,2017-04-22,17.776462395543174,27.930313588850176,20.8498957609451
32,2017-04-23,19.914804469273744,21.14305555555556,15.997916666666669
33,2017-04-24,19.3562412342216,27.43929824561404,23.61306179775281
34,2017-04-25,19.16890459363957,20.294979079497907,17.17794836008374
35,2017-04-26,19.68975265017668,25.16759388038943,22.42708333333333
36,2017-04-27,9.913616398243043,31.50730688935282,27.2821403752606
37,2017-04-28,8.162952646239555,23.779944289693592,16.558803061934587
38,2017-04-29,18.62831241283124,13.680555555555555,12.668289290681502
39,2017-04-30,19.75091041514931,20.156576200417536,13.688718662952644
40,2017-05-01,13.228890439637125,12.113668061366806,10.98745644599303
41,2017-05-02,29.647727272727277,7.458594293667362,7.040305767894371
42,2017-05-03,19.522585128561506,16.493741307371348,15.50557880055788
43,2017-05-04,27.33727399165508,19.3567454798331,20.707028531663187
44,2017-05-05,15.11482254697286,19.07997218358832,15.020905923344948
45,2017-05-06,17.878745644599302,12.839248434237996,34.0
46,2017-05-07,16.82033426183844,15.771050800278358,16.175816539263376
47,2017-05-08,23.80362116991644,22.700486448922863,25.14037526059764
48,2017-05-09,15.596100278551532,13.041029207232269,11.590814196242173
49,2017-05-10,12.974198047419804,16.646796338672768,14.805740675418042
50,2017-05-11,11.397489539748952,20.3556338028169,28.759322033898304
51,2017-05-12,15.339596381350034,18.866666666666667,29.69909659485754
52,2017-05-13,19.360222531293463,31.597163120567377,30.38776928422516
53,2017-05-14,22.25956854558107,25.619858156028368,35.263888888888886
54,2017-05-15,10.93815149409312,11.927053824362606,27.627177700348437
55,2017-05-16,13.541201117318437,12.757644394110985,31.1320361362057
56,2017-05-17,22.595104895104896,11.58970792767733,35.25938803894298
57,2017-05-18,24.38649025069638,27.37630662020906,30.56533892382949
58,2017-05-19,22.639494026704146,19.543871866295262,16.264439805149618
59,2017-05-20,25.07115531752104,20.76306620209059,34.285714285714285
60,2017-05-21,27.2,22.426981919332405,38.5
61,2017-05-22,18.81846635367762,21.24808895066018,26.16329378925332
62,2017-05-23,10.73467966573816,13.191666666666666,6.436022253129346
63,2017-05-24,10.261111111111113,14.028472222222222,8.26356050069541
64,2017-05-25,11.842946490618486,24.335187760778854,18.003496503496503
